name,brand,location,year,vehicle_age,kilometers_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,price
Chevrolet Cruze LTZ AT,Chevrolet,Ahmedabad,2011,9,60000.0,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,3.8
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,2016,4,50000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Coimbatore,2018,2,36797.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47
Maruti Ritz VXi,Maruti,Kolkata,2011,9,50000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,1.5
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Toyota,Ahmedabad,2013,7,94000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.85
Toyota Fortuner 4x4 MT,Toyota,Bangalore,2013,7,74000.0,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,17.9
Hyundai i10 Sportz AT,Hyundai,Coimbatore,2014,6,41016.0,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,5.08
Hyundai Verna 1.6 SX,Hyundai,Bangalore,2012,8,67000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Audi,Bangalore,2015,5,76927.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75
Chevrolet Beat LS,Chevrolet,Kolkata,2010,10,17088.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.46
Ford Fiesta 1.4 Duratorq ZXI,Ford,Pune,2007,13,112808.0,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.05
Ford Figo Diesel EXI,Ford,Coimbatore,2014,6,74980.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,6,44600.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55
Mercedes-Benz A Class A180 CDI,Mercedes-Benz,Mumbai,2013,7,37000.0,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0
Hyundai Creta 1.6 SX,Hyundai,Ahmedabad,2016,4,21000.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.9
Maruti Wagon R VXI BS IV,Maruti,Bangalore,2010,10,81245.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,Delhi,2013,7,70000.0,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Ford,Mumbai,2017,3,4018.0,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.25
Renault Koleos 2.0 Diesel,Renault,Delhi,2013,7,70000.0,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.5
Mahindra XUV500 W10 2WD,Mahindra,Coimbatore,2016,4,56532.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54
Maruti Omni E 8 Str STD,Maruti,Hyderabad,2013,7,26875.0,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
Maruti Wagon R VXI,Maruti,Coimbatore,2015,5,72599.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32
Ford Endeavour XLT TDCi 4X2,Ford,Jaipur,2008,12,205000.0,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,3.9
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2011,9,98000.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.2
Hyundai i20 Magna 1.2,Hyundai,Mumbai,2018,2,19500.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.85
Maruti Ertiga ZXI,Maruti,Bangalore,2013,7,68000.0,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.25
Mahindra XUV500 W9 AT,Mahindra,Coimbatore,2019,1,19654.0,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63
Maruti SX4 S Cross DDiS 200 Zeta,Maruti,Mumbai,2017,3,26000.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,9.75
Mercedes-Benz SLK-Class SLK 350,Mercedes-Benz,Bangalore,2015,5,10000.0,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.0
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Hyderabad,2011,9,75020.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.1
Toyota Fortuner 4x4 MT,Toyota,Hyderabad,2011,9,157000.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99
Mahindra XUV500 W10 2WD,Mahindra,Kochi,2017,3,43773.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54
Mercedes-Benz GLE 250d,Mercedes-Benz,Mumbai,2016,4,21000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.0
Honda Jazz 1.2 VX i VTEC,Honda,Chennai,2016,4,23280.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.5
Maruti Swift Dzire VDI,Maruti,Pune,2013,7,88000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
Hyundai Verna 1.6 SX VTVT,Hyundai,Hyderabad,2014,6,67000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.6
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Coimbatore,2017,3,59636.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2
Hyundai i20 1.2 Asta Option,Hyundai,Kolkata,2018,2,11000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.35
Honda City 1.5 V MT Sunroof,Honda,Mumbai,2013,7,60669.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.95
Honda Amaze VX Diesel,Honda,Hyderabad,2018,2,12000.0,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kolkata,2013,7,35000.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5
Honda Mobilio S i DTEC,Honda,Chennai,2015,5,65000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.5
Maruti Ertiga ZDI,Maruti,Kochi,2013,7,39929.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.56
Maruti Alto K10 LXI,Maruti,Pune,2014,6,49000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.3
Toyota Qualis FS B2,Toyota,Pune,2004,16,77757.0,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,3.5
Hyundai i10 Sportz,Hyundai,Kochi,2016,4,21456.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Bangalore,2009,11,74000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75
Hyundai i20 Asta Option 1.2,Hyundai,Mumbai,2015,5,37000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.25
BMW 5 Series 2003-2012 530d Highline,BMW,Coimbatore,2013,7,108640.0,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29
BMW 3 Series 320d M Sport,BMW,Mumbai,2016,4,38000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99
Chevrolet Aveo 1.4 LT ABS BSIV,Chevrolet,Pune,2010,10,80000.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.79
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,Mumbai,2011,9,47000.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kolkata,2013,7,31000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95
Maruti Wagon R LXI BS IV,Maruti,Kolkata,2014,6,40000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49
Renault KWID RXT,Renault,Jaipur,2016,4,4152.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Mumbai,2017,3,51000.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Ahmedabad,2013,7,55000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25
Maruti Alto 800 LXI,Maruti,Hyderabad,2014,6,58500.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
Hyundai i20 Asta Option 1.2,Hyundai,Kochi,2017,3,58620.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14
Toyota Etios Liva G,Toyota,Mumbai,2012,8,29605.0,Petrol,Manual,First,18.3,1197.0,,5.0,2.44
Hyundai i20 1.2 Sportz,Hyundai,Jaipur,2012,8,71172.0,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5
Hyundai i20 1.4 Asta,Hyundai,Chennai,2017,3,12000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3
Maruti Wagon R LXI Optional,Maruti,Kolkata,2014,6,25000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75
Hyundai i20 1.4 Asta Option,Hyundai,Bangalore,2017,3,43000.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2
Volkswagen Polo GT TSI,Volkswagen,Mumbai,2015,5,57022.0,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51
Ford Figo Diesel Titanium,Ford,Pune,2015,5,92000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25
Maruti Swift ZXI,Maruti,Coimbatore,2014,6,33372.0,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.21
Hyundai Grand i10 CRDi Magna,Hyundai,Kochi,2016,4,52625.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58
Mahindra Xylo H4,Mahindra,Chennai,2016,4,215000.0,Diesel,Manual,First,14.02,2179.0,118.3,7.0,7.5
Maruti Alto Green LXi (CNG),Maruti,Delhi,2012,8,65537.0,CNG,Manual,First,26.83,796.0,38.4,5.0,2.1
Hyundai i10 Magna 1.1,Hyundai,Coimbatore,2014,6,60138.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Mumbai,2014,6,84000.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,Mumbai,2014,6,47000.0,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,6,33450.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4
Volkswagen Vento Diesel Comfortline,Volkswagen,Jaipur,2013,7,125000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.25
BMW 3 Series 320d Highline,BMW,Pune,2011,9,99606.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,10.5
Maruti Ertiga ZDI,Maruti,Mumbai,2014,6,64000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25
Ford Figo Diesel ZXI,Ford,Hyderabad,2013,7,51000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,2014,6,57000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95
Audi A6 3.0 TDI quattro,Audi,Coimbatore,2009,11,48040.0,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,12.07
Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,2017,3,43200.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6
Hyundai Verna 1.6 CRDi EX AT,Hyundai,Delhi,2013,7,66000.0,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7
Hyundai Santro Xing GL Plus,Hyundai,Kolkata,2013,7,31000.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75
Audi A4 2.0 TDI,Audi,Delhi,2011,9,46000.0,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,10.99
Audi A4 2.0 TDI,Audi,Kolkata,2012,8,47346.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Jaipur,2009,11,100000.0,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11
Honda CR-V 2.0L 2WD AT,Honda,Coimbatore,2015,5,63856.0,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.96
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Coimbatore,2015,5,72996.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11
Honda Mobilio RS i DTEC,Honda,Chennai,2014,6,23000.0,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.9
Hyundai i20 1.2 Asta Option,Hyundai,Coimbatore,2018,2,15985.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Kolkata,2011,9,98000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.5
Hyundai i20 Magna 1.2,Hyundai,Hyderabad,2014,6,70089.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35
Mahindra Bolero VLX BS IV,Mahindra,Chennai,2011,9,99000.0,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,4.5
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Jaipur,2014,6,72000.0,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75
Jaguar XF 2.2 Litre Luxury,Jaguar,Coimbatore,2015,5,44194.0,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.8
Maruti Zen LXi - BS III,Maruti,Mumbai,2005,15,102000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.7
Mercedes-Benz E-Class Facelift,Mercedes-Benz,Coimbatore,2018,2,56652.0,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29
Toyota Fortuner 3.0 Diesel,Toyota,Mumbai,2010,10,41650.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.99
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2015,5,61717.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57
Hyundai Xcent 1.2 CRDi S,Hyundai,Jaipur,2018,2,25302.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9
Hyundai Creta 1.6 VTVT S,Hyundai,Coimbatore,2016,4,47016.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43
Hyundai i10 Sportz,Hyundai,Bangalore,2010,10,69000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9
Honda Brio S MT,Honda,Delhi,2016,4,32700.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68
Toyota Fortuner 4x2 AT,Toyota,Coimbatore,2015,5,101337.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67
Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,2011,9,59000.0,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5
Toyota Innova Crysta 2.8 ZX AT,Toyota,Kochi,2018,2,41736.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92
Honda City i DTEC VX,Honda,Jaipur,2014,6,71649.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75
Honda City i DTEC VX,Honda,Kochi,2015,5,80606.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96
Renault KWID 1.0 RXT Optional,Renault,Jaipur,2017,3,63262.0,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25
Maruti Swift DDiS ZDI Plus,Maruti,Hyderabad,2018,2,5456.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65
Maruti Celerio VXI Optional AMT,Maruti,Pune,2017,3,7500.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0
Mahindra XUV500 W8 2WD,Mahindra,Delhi,2011,9,66000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5
Hyundai i10 Magna,Hyundai,Jaipur,2010,10,66770.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6
Hyundai i10 Magna 1.1,Hyundai,Kochi,2014,6,58472.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41
Maruti Dzire VXI,Maruti,Kolkata,2011,9,46687.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7
Maruti Grand Vitara AT,Maruti,Chennai,2008,12,77000.0,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5
Audi TT 40 TFSI,Audi,Kolkata,2012,8,7000.0,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0
Mercedes-Benz New C-Class C 200 CGI,Mercedes-Benz,Mumbai,2011,9,48000.0,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75
Nissan Sunny 2011-2014 Diesel XV,Nissan,Mumbai,2013,7,47000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25
Maruti Wagon R LXI,Maruti,Ahmedabad,2015,5,51530.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
Maruti Swift Dzire ZDI,Maruti,Bangalore,2014,6,25789.0,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85
Honda Amaze S i-Dtech,Honda,Delhi,2015,5,48000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5
Maruti Swift ZDI,Maruti,Delhi,2012,8,52000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55
Hyundai Accent Executive CNG,Hyundai,Hyderabad,2010,10,95637.0,CNG,Manual,Second,13.2,1495.0,93.7,5.0,1.9
Mahindra Scorpio LX 2.6 Turbo,Mahindra,Hyderabad,2008,12,131000.0,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Kochi,2015,5,42076.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8
Toyota Fortuner 4x2 Manual,Toyota,Mumbai,2012,8,76000.0,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5
Datsun redi-GO T Option,Datsun,Bangalore,2016,4,20487.0,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66
Honda City V MT,Honda,Delhi,2010,10,43000.0,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75
Toyota Camry Hybrid,Toyota,Pune,2018,2,17000.0,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0
Honda City i DTec V,Honda,Coimbatore,2016,4,60805.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Volkswagen,Kochi,2012,8,58775.0,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64
Audi A6 2011-2015 2.0 TDI,Audi,Hyderabad,2013,7,70181.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99
Maruti Ertiga VDI,Maruti,Coimbatore,2016,4,85827.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5
Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,Jaipur,2016,4,58205.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0
Maruti Swift Dzire Vdi BSIV,Maruti,Mumbai,2008,12,91000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85
Renault Duster 110PS Diesel RxZ Pack,Renault,Pune,2012,8,74000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35
Maruti Ritz VDi,Maruti,Hyderabad,2010,10,79324.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3
Maruti Swift Dzire VXI,Maruti,Bangalore,2013,7,38623.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0
Maruti Swift ZDi,Maruti,Coimbatore,2014,6,59923.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46
Hyundai EON Sportz,Hyundai,Jaipur,2017,3,23360.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75
Maruti Zen VXI BSII,Maruti,Kochi,2003,17,61495.0,Petrol,Manual,Third,17.3,993.0,60.0,5.0,1.52
Maruti Eeco 7 Seater Standard,Maruti,Coimbatore,2012,8,56661.0,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.61
Audi Q5 30 TDI quattro Premium,Audi,Coimbatore,2017,3,40318.0,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,43.74
Audi Q3 2.0 TDI,Audi,Chennai,2014,6,60000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20.0
Smart Fortwo CDI AT,Smart,Pune,2008,12,103000.0,Diesel,Automatic,Second,,799.0,,2.0,3.0
Maruti Swift Dzire VDi,Maruti,Hyderabad,2010,10,130000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65
Tata Sumo DX,Tata,Mumbai,2013,7,20000.0,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,Hyderabad,2016,4,76000.0,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.0
Honda City i-VTEC CVT VX,Honda,Mumbai,2015,5,30000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65
Tata Indigo eCS eLX BS IV,Tata,Delhi,2015,5,150000.0,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5
Volkswagen Vento TSI,Volkswagen,Chennai,2014,6,28000.0,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75
Maruti Celerio VXI,Maruti,Bangalore,2015,5,74000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15
Toyota Fortuner 3.0 Diesel,Toyota,Delhi,2011,9,75000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85
Mitsubishi Outlander 2.4,Mitsubishi,Delhi,2010,10,76000.0,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Volkswagen,Pune,2014,6,64889.0,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5
Porsche Cayman 2009-2012 S,Porsche,Hyderabad,2010,10,10000.0,Petrol,Manual,First,9.0,3436.0,,2.0,40.0
Hyundai Creta 1.6 CRDi SX,Hyundai,Kolkata,2015,5,43000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25
Skoda Fabia 1.2 MPI Ambiente Petrol,Skoda,Pune,2011,9,47490.0,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29
Ford EcoSport 1.5 TDCi Titanium,Ford,Chennai,2015,5,80000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,Bangalore,2007,13,60000.0,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65
Maruti Ciaz 1.4 Delta,Maruti,Ahmedabad,2017,3,6006.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Mercedes-Benz,Kochi,2011,9,71703.0,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14
Honda Amaze SX i-VTEC,Honda,Hyderabad,2016,4,33000.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5
Toyota Etios GD,Toyota,Kolkata,2012,8,60000.0,Diesel,Manual,First,23.59,1364.0,,5.0,2.95
Renault Duster 85PS Diesel RxL,Renault,Jaipur,2015,5,91000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75
Maruti Wagon R LXI LPG BSIV,Maruti,Hyderabad,2012,8,72000.0,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Kolkata,2011,9,43000.0,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1
Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Coimbatore,2017,3,63770.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55
Jaguar XF Diesel,Jaguar,Kolkata,2012,8,43510.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5
Jeep Compass 2.0 Limited 4X4,Jeep,Mumbai,2017,3,52000.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Land,Kochi,2018,2,31427.0,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72
Maruti Baleno Alpha Diesel,Maruti,Kolkata,2016,4,29000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
Maruti Ciaz ZDi SHVS,Maruti,Ahmedabad,2016,4,56000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5
Maruti SX4 Vxi BSIII,Maruti,Jaipur,2007,13,76000.0,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15
Hyundai Elantra CRDi SX,Hyundai,Coimbatore,2015,5,53615.0,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44
Mitsubishi Pajero Sport 4X4,Mitsubishi,Bangalore,2013,7,132000.0,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Pune,2017,3,14800.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48
Maruti Ritz VXi,Maruti,Hyderabad,2013,7,35433.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2
Hyundai Verna CRDi SX,Hyundai,Hyderabad,2013,7,82966.0,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2
Maruti Swift Dzire Tour LDI,Maruti,Jaipur,2014,6,96000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8
Mahindra KUV 100 mFALCON D75 K6,Mahindra,Kochi,2017,3,39528.0,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83
Toyota Innova Crysta 2.4 ZX MT,Toyota,Coimbatore,2018,2,92056.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39
Maruti Baleno Delta 1.2,Maruti,Pune,2016,4,14930.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85
Honda Jazz VX Diesel,Honda,Mumbai,2016,4,38000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21
Hyundai i20 1.2 Asta,Hyundai,Delhi,2013,7,71000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65
Hyundai i20 Sportz Diesel,Hyundai,Delhi,2012,8,71000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Pune,2015,5,50000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0
Hyundai Xcent 1.2 Kappa Base,Hyundai,Kochi,2016,4,48163.0,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2017,3,19168.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93
Maruti Alto 800 VXI,Maruti,Kolkata,2016,4,26000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6
Chevrolet Sail Hatchback 1.2 LS,Chevrolet,Kolkata,2014,6,37400.0,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89
Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz,Mumbai,2018,2,8682.0,Diesel,Automatic,First,,1950.0,194.0,5.0,39.5
